" """"",Channel A Last (mV),Channel A Ave. (mV),Channel A Min. (mV),Channel A Max. (mV)
19:52:26,78.838,78.838,78.838,78.838
19:52:27,75.523,75.523,75.523,75.523
19:52:28,69.199,69.199,69.199,69.199
19:52:29,39.064,39.064,39.064,39.064
19:52:30,66.408,66.408,66.408,66.408
19:52:31,61.721,61.721,61.721,61.721
19:52:32,-1.953,-1.953,-1.953,-1.953
19:52:33,80.732,80.732,80.732,80.732
19:52:34,44.923,44.923,44.923,44.923
19:52:35,8.464,8.464,8.464,8.464
19:52:36,89.065,89.065,89.065,89.065
19:52:37,40.04,40.04,40.04,40.04
19:52:38,14.323,14.323,14.323,14.323
19:52:39,91.8,91.8,91.8,91.8
19:52:40,9.943,9.943,9.943,9.943
19:52:41,85.94,85.94,85.94,85.94
19:52:42,34.599,34.599,34.599,34.599
19:52:43,37.501,37.501,37.501,37.501
19:52:44,67.911,67.911,67.911,67.911
19:52:45,31.251,31.251,31.251,31.251
19:52:46,65.974,65.974,65.974,65.974
19:52:47,16.742,16.742,16.742,16.742
19:52:48,87.503,87.503,87.503,87.503
19:52:49,12.621,12.621,12.621,12.621
19:52:50,78.838,78.838,78.838,78.838
19:52:51,10.417,10.417,10.417,10.417
19:52:52,81.476,81.476,81.476,81.476
19:52:53,0.0,0.0,0.0,0.0
19:52:54,8.569,8.569,8.569,8.569
19:52:55,87.826,87.826,87.826,87.826
19:52:56,21.413,21.413,21.413,21.413
19:52:57,56.877,56.877,56.877,56.877
19:52:58,42.871,42.871,42.871,42.871
19:52:59,62.213,62.213,62.213,62.213
19:53:00,53.269,53.269,53.269,53.269
19:53:01,14.936,14.936,14.936,14.936
19:53:02,81.383,81.383,81.383,81.383
19:53:03,3.973,3.973,3.973,3.973
19:53:04,82.113,82.113,82.113,82.113
19:53:05,11.018,11.018,11.018,11.018
19:53:06,90.251,90.251,90.251,90.251
19:53:07,34.952,34.952,34.952,34.952
19:53:08,73.493,73.493,73.493,73.493
19:53:09,28.7,28.7,28.7,28.7
19:53:10,96.157,96.157,96.157,96.157
19:53:11,1.347,1.347,1.347,1.347
19:53:12,86.351,86.351,86.351,86.351
19:53:13,5.959,5.959,5.959,5.959
19:53:14,85.302,85.302,85.302,85.302
19:53:15,-4.007,-4.007,-4.007,-4.007
19:53:16,72.739,72.739,72.739,72.739
19:53:17,24.672,24.672,24.672,24.672
19:53:18,54.255,54.255,54.255,54.255
19:53:19,34.625,34.625,34.625,34.625
19:53:20,24.128,24.128,24.128,24.128
19:53:21,84.638,84.638,84.638,84.638
19:53:22,16.742,16.742,16.742,16.742
19:53:23,46.298,46.298,46.298,46.298
19:53:24,55.044,55.044,55.044,55.044
19:53:25,43.659,43.659,43.659,43.659
19:53:26,45.574,45.574,45.574,45.574
19:53:27,64.885,64.885,64.885,64.885
19:53:28,30.294,30.294,30.294,30.294
19:53:29,78.127,78.127,78.127,78.127
19:53:30,0.0,0.0,0.0,0.0
19:53:31,92.519,92.519,92.519,92.519
19:53:32,13.021,13.021,13.021,13.021
19:53:33,97.261,97.261,97.261,97.261
19:53:34,25.041,25.041,25.041,25.041
19:53:35,41.758,41.758,41.758,41.758
19:53:36,74.015,74.015,74.015,74.015
19:53:37,23.173,23.173,23.173,23.173
19:53:38,78.127,78.127,78.127,78.127
19:53:39,-5.008,-5.008,-5.008,-5.008
19:53:40,83.515,83.515,83.515,83.515
19:53:41,0.0,0.0,0.0,0.0
19:53:42,74.51,74.51,74.51,74.51
19:53:43,23.083,23.083,23.083,23.083
19:53:44,64.34,64.34,64.34,64.34
19:53:45,58.596,58.596,58.596,58.596
19:53:46,25.112,25.112,25.112,25.112
19:53:47,35.447,35.447,35.447,35.447
19:53:48,48.83,48.83,48.83,48.83
19:53:49,48.255,48.255,48.255,48.255
19:53:50,35.808,35.808,35.808,35.808
19:53:51,75.337,75.337,75.337,75.337
19:53:52,31.092,31.092,31.092,31.092
19:53:53,49.08,49.08,49.08,49.08
19:53:54,103.721,103.721,103.721,103.721
19:53:55,43.176,43.176,43.176,43.176
19:53:56,19.863,19.863,19.863,19.863
19:53:57,42.253,42.253,42.253,42.253
19:53:58,78.127,78.127,78.127,78.127
19:53:59,83.515,83.515,83.515,83.515
19:54:00,47.288,47.288,47.288,47.288
19:54:01,8.013,8.013,8.013,8.013
19:54:02,39.861,39.861,39.861,39.861
19:54:03,56.091,56.091,56.091,56.091
19:54:04,79.474,79.474,79.474,79.474
19:54:05,12.336,12.336,12.336,12.336
19:54:06,57.149,57.149,57.149,57.149
19:54:07,85.23,85.23,85.23,85.23
19:54:08,-4.596,-4.596,-4.596,-4.596
19:54:09,60.223,60.223,60.223,60.223
19:54:10,27.467,27.467,27.467,27.467
19:54:11,44.851,44.851,44.851,44.851
19:54:12,53.269,53.269,53.269,53.269
19:54:13,11.489,11.489,11.489,11.489
19:54:14,43.947,43.947,43.947,43.947
19:54:15,36.273,36.273,36.273,36.273
19:54:16,43.05,43.05,43.05,43.05
19:54:17,30.049,30.049,30.049,30.049
19:54:18,63.31,63.31,63.31,63.31
19:54:19,10.28,10.28,10.28,10.28
19:54:20,76.141,76.141,76.141,76.141
19:54:21,3.986,3.986,3.986,3.986
19:54:22,73.119,73.119,73.119,73.119
19:54:23,10.776,10.776,10.776,10.776
19:54:24,37.008,37.008,37.008,37.008
19:54:25,76.141,76.141,76.141,76.141
19:54:26,3.189,3.189,3.189,3.189
19:54:27,50.082,50.082,50.082,50.082
19:54:28,57.922,57.922,57.922,57.922
19:54:29,6.168,6.168,6.168,6.168
19:54:30,101.276,101.276,101.276,101.276
19:54:31,3.551,3.551,3.551,3.551
19:54:32,73.532,73.532,73.532,73.532
19:54:33,48.83,48.83,48.83,48.83
19:54:34,77.889,77.889,77.889,77.889
19:54:35,67.474,67.474,67.474,67.474
19:54:36,8.681,8.681,8.681,8.681
19:54:37,31.484,31.484,31.484,31.484
19:54:38,56.074,56.074,56.074,56.074
19:54:39,71.213,71.213,71.213,71.213
19:54:40,87.368,87.368,87.368,87.368
19:54:41,31.037,31.037,31.037,31.037
19:54:42,17.689,17.689,17.689,17.689
19:54:43,23.675,23.675,23.675,23.675
19:54:44,73.979,73.979,73.979,73.979
19:54:45,64.686,64.686,64.686,64.686
19:54:46,99.532,99.532,99.532,99.532
19:54:47,66.335,66.335,66.335,66.335
19:54:48,25.001,25.001,25.001,25.001
19:54:49,38.718,38.718,38.718,38.718
19:54:50,87.368,87.368,87.368,87.368
19:54:51,74.917,74.917,74.917,74.917
19:54:52,60.438,60.438,60.438,60.438
19:54:53,7.102,7.102,7.102,7.102
19:54:54,22.756,22.756,22.756,22.756
19:54:55,66.832,66.832,66.832,66.832
19:54:56,89.288,89.288,89.288,89.288
19:54:57,29.071,29.071,29.071,29.071
19:54:58,9.528,9.528,9.528,9.528
19:54:59,48.545,48.545,48.545,48.545
19:55:00,64.008,64.008,64.008,64.008
19:55:01,13.641,13.641,13.641,13.641
19:55:02,72.677,72.677,72.677,72.677
19:55:03,47.706,47.706,47.706,47.706
19:55:04,51.245,51.245,51.245,51.245
19:55:05,8.562,8.562,8.562,8.562
19:55:06,92.868,92.868,92.868,92.868
19:55:07,47.35,47.35,47.35,47.35
19:55:08,13.828,13.828,13.828,13.828
19:55:09,63.846,63.846,63.846,63.846
19:55:10,83.479,83.479,83.479,83.479
19:55:11,54.542,54.542,54.542,54.542
19:55:12,2.367,2.367,2.367,2.367
19:55:13,98.869,98.869,98.869,98.869
19:55:14,49.565,49.565,49.565,49.565
19:55:15,24.615,24.615,24.615,24.615
19:55:16,61.912,61.912,61.912,61.912
19:55:17,73.392,73.392,73.392,73.392
19:55:18,24.273,24.273,24.273,24.273
19:55:19,15.061,15.061,15.061,15.061
19:55:20,79.368,79.368,79.368,79.368
19:55:21,87.212,87.212,87.212,87.212
19:55:22,95.112,95.112,95.112,95.112
19:55:23,53.096,53.096,53.096,53.096
19:55:24,20.708,20.708,20.708,20.708
19:55:25,49.605,49.605,49.605,49.605
19:55:26,98.113,98.113,98.113,98.113
19:55:27,24.89,24.89,24.89,24.89
19:55:28,67.206,67.206,67.206,67.206
19:55:29,67.425,67.425,67.425,67.425
19:55:30,25.06,25.06,25.06,25.06
19:55:31,54.452,54.452,54.452,54.452
19:55:32,88.498,88.498,88.498,88.498
19:55:33,84.008,84.008,84.008,84.008
19:55:34,49.231,49.231,49.231,49.231
19:55:35,1.474,1.474,1.474,1.474
19:55:36,23.675,23.675,23.675,23.675
19:55:37,27.656,27.656,27.656,27.656
19:55:38,75.607,75.607,75.607,75.607
19:55:39,72.776,72.776,72.776,72.776
19:55:40,64.86,64.86,64.86,64.86
19:55:41,47.35,47.35,47.35,47.35
19:55:42,26.548,26.548,26.548,26.548
19:55:43,14.119,14.119,14.119,14.119
19:55:44,24.802,24.802,24.802,24.802
19:55:45,101.747,101.747,101.747,101.747
19:55:46,71.334,71.334,71.334,71.334
19:55:47,69.025,69.025,69.025,69.025
19:55:48,2.824,2.824,2.824,2.824
19:55:49,48.365,48.365,48.365,48.365
19:55:50,87.212,87.212,87.212,87.212
19:55:51,57.746,57.746,57.746,57.746
19:55:52,5.881,5.881,5.881,5.881
19:55:53,49.231,49.231,49.231,49.231
19:55:54,67.809,67.809,67.809,67.809
19:55:55,71.025,71.025,71.025,71.025
19:55:56,58.768,58.768,58.768,58.768
19:55:57,36.123,36.123,36.123,36.123
19:55:58,7.492,7.492,7.492,7.492
19:55:59,-5.896,-5.896,-5.896,-5.896
19:56:00,2.367,2.367,2.367,2.367
19:56:01,17.285,17.285,17.285,17.285
19:56:02,31.923,31.923,31.923,31.923
19:56:03,26.756,26.756,26.756,26.756
19:56:04,17.689,17.689,17.689,17.689
19:56:05,0.0,0.0,0.0,0.0
19:56:06,15.929,15.929,15.929,15.929
19:56:07,0.0,0.0,0.0,0.0
19:56:08,11.161,11.161,11.161,11.161
19:56:09,9.085,9.085,9.085,9.085
19:56:10,20.381,20.381,20.381,20.381
19:56:11,3.034,3.034,3.034,3.034
19:56:12,3.765,3.765,3.765,3.765
19:56:13,24.802,24.802,24.802,24.802
19:56:14,12.477,12.477,12.477,12.477
19:56:15,37.069,37.069,37.069,37.069
19:56:16,27.956,27.956,27.956,27.956
19:56:17,30.131,30.131,30.131,30.131
19:56:18,39.746,39.746,39.746,39.746
19:56:19,58.348,58.348,58.348,58.348
19:56:20,65.843,65.843,65.843,65.843
19:56:21,61.827,61.827,61.827,61.827
19:56:22,98.48,98.48,98.48,98.48
19:56:23,77.338,77.338,77.338,77.338
19:56:24,65.271,65.271,65.271,65.271
19:56:25,13.758,13.758,13.758,13.758
19:56:26,8.993,8.993,8.993,8.993
19:56:27,28.231,28.231,28.231,28.231
19:56:28,26.832,26.832,26.832,26.832
19:56:29,38.569,38.569,38.569,38.569
19:56:30,70.787,70.787,70.787,70.787
19:56:31,97.508,97.508,97.508,97.508
19:56:32,85.295,85.295,85.295,85.295
19:56:33,86.906,86.906,86.906,86.906
19:56:34,81.524,81.524,81.524,81.524
19:56:35,100.674,100.674,100.674,100.674
19:56:36,76.31,76.31,76.31,76.31
19:56:37,83.862,83.862,83.862,83.862
19:56:38,71.983,71.983,71.983,71.983
19:56:39,69.283,69.283,69.283,69.283
19:56:40,22.483,22.483,22.483,22.483
19:56:41,17.726,17.726,17.726,17.726
19:56:42,38.669,38.669,38.669,38.669
19:56:43,84.061,84.061,84.061,84.061
19:56:44,42.258,42.258,42.258,42.258
19:56:45,25.293,25.293,25.293,25.293
19:56:46,40.705,40.705,40.705,40.705
19:56:47,85.23,85.23,85.23,85.23
19:56:48,102.851,102.851,102.851,102.851
19:56:49,69.774,69.774,69.774,69.774
19:56:50,61.827,61.827,61.827,61.827
19:56:51,70.906,70.906,70.906,70.906
19:56:52,84.441,84.441,84.441,84.441
19:56:53,68.238,68.238,68.238,68.238
19:56:54,68.165,68.165,68.165,68.165
19:56:55,65.409,65.409,65.409,65.409
19:56:56,40.856,40.856,40.856,40.856
19:56:57,28.969,28.969,28.969,28.969
19:56:58,92.847,92.847,92.847,92.847
19:56:59,77.079,77.079,77.079,77.079
19:57:00,97.508,97.508,97.508,97.508
19:57:01,68.093,68.093,68.093,68.093
19:57:02,51.792,51.792,51.792,51.792
19:57:03,44.714,44.714,44.714,44.714
19:57:04,33.724,33.724,33.724,33.724
19:57:05,5.252,5.252,5.252,5.252
19:57:06,82.073,82.073,82.073,82.073
19:57:07,83.072,83.072,83.072,83.072
19:57:08,29.482,29.482,29.482,29.482
19:57:09,44.965,44.965,44.965,44.965
19:57:10,53.836,53.836,53.836,53.836
19:57:11,16.572,16.572,16.572,16.572
19:57:12,82.083,82.083,82.083,82.083
19:57:13,30.465,30.465,30.465,30.465
19:57:14,41.031,41.031,41.031,41.031
19:57:15,85.349,85.349,85.349,85.349
19:57:16,6.313,6.313,6.313,6.313
19:57:17,46.481,46.481,46.481,46.481
19:57:18,78.127,78.127,78.127,78.127
19:57:19,49.057,49.057,49.057,49.057
19:57:20,-7.884,-7.884,-7.884,-7.884
19:57:21,72.86,72.86,72.86,72.86
19:57:22,69.069,69.069,69.069,69.069
19:57:23,27.79,27.79,27.79,27.79
19:57:24,17.564,17.564,17.564,17.564
19:57:25,82.428,82.428,82.428,82.428
19:57:26,78.127,78.127,78.127,78.127
19:57:27,56.016,56.016,56.016,56.016
19:57:28,24.169,24.169,24.169,24.169
19:57:29,36.109,36.109,36.109,36.109
19:57:30,12.627,12.627,12.627,12.627
19:57:31,25.713,25.713,25.713,25.713
19:57:32,54.542,54.542,54.542,54.542
19:57:33,56.769,56.769,56.769,56.769
19:57:34,63.027,63.027,63.027,63.027
19:57:35,74.182,74.182,74.182,74.182
19:57:36,69.227,69.227,69.227,69.227
19:57:37,68.791,68.791,68.791,68.791
19:57:38,71.383,71.383,71.383,71.383
19:57:39,64.34,64.34,64.34,64.34
19:57:40,72.603,72.603,72.603,72.603
19:57:41,21.757,21.757,21.757,21.757
19:57:42,13.633,13.633,13.633,13.633
19:57:43,10.901,10.901,10.901,10.901
19:57:44,21.503,21.503,21.503,21.503
19:57:45,20.19,20.19,20.19,20.19
19:57:46,79.977,79.977,79.977,79.977
19:57:47,46.142,46.142,46.142,46.142
19:57:48,34.521,34.521,34.521,34.521
19:57:49,-10.035,-10.035,-10.035,-10.035
19:57:50,11.412,11.412,11.412,11.412
19:57:51,16.984,16.984,16.984,16.984
19:57:52,84.872,84.872,84.872,84.872
19:57:53,62.371,62.371,62.371,62.371
19:57:54,47.494,47.494,47.494,47.494
19:57:55,44.317,44.317,44.317,44.317
19:57:56,49.005,49.005,49.005,49.005
19:57:57,42.345,42.345,42.345,42.345
19:57:58,47.682,47.682,47.682,47.682
19:57:59,36.57,36.57,36.57,36.57
19:58:00,52.34,52.34,52.34,52.34
19:58:01,40.168,40.168,40.168,40.168
19:58:02,47.85,47.85,47.85,47.85
19:58:03,32.46,32.46,32.46,32.46
19:58:04,61.979,61.979,61.979,61.979
19:58:05,44.448,44.448,44.448,44.448
19:58:06,61.842,61.842,61.842,61.842
19:58:07,41.566,41.566,41.566,41.566
19:58:08,50.472,50.472,50.472,50.472
19:58:09,44.005,44.005,44.005,44.005
19:58:10,65.596,65.596,65.596,65.596
19:58:11,45.351,45.351,45.351,45.351
19:58:12,53.753,53.753,53.753,53.753
19:58:13,48.167,48.167,48.167,48.167
19:58:14,55.205,55.205,55.205,55.205
19:58:15,44.587,44.587,44.587,44.587
19:58:16,54.414,54.414,54.414,54.414
19:58:17,55.517,55.517,55.517,55.517
19:58:18,47.969,47.969,47.969,47.969
19:58:19,55.969,55.969,55.969,55.969
19:58:20,49.809,49.809,49.809,49.809
19:58:21,59.919,59.919,59.919,59.919
19:58:22,42.981,42.981,42.981,42.981
19:58:23,57.705,57.705,57.705,57.705
19:58:24,42.598,42.598,42.598,42.598
19:58:25,63.064,63.064,63.064,63.064
19:58:26,45.733,45.733,45.733,45.733
19:58:27,60.219,60.219,60.219,60.219
19:58:28,52.956,52.956,52.956,52.956
19:58:29,60.505,60.505,60.505,60.505
19:58:30,39.785,39.785,39.785,39.785
19:58:31,48.748,48.748,48.748,48.748
19:58:32,30.421,30.421,30.421,30.421
19:58:33,58.289,58.289,58.289,58.289
19:58:34,45.036,45.036,45.036,45.036
19:58:35,69.676,69.676,69.676,69.676
19:58:36,60.5,60.5,60.5,60.5
19:58:37,52.546,52.546,52.546,52.546
19:58:38,45.463,45.463,45.463,45.463
19:58:39,49.005,49.005,49.005,49.005
19:58:40,58.013,58.013,58.013,58.013
19:58:41,59.771,59.771,59.771,59.771
19:58:42,48.681,48.681,48.681,48.681
19:58:43,49.283,49.283,49.283,49.283
19:58:44,56.838,56.838,56.838,56.838
19:58:45,48.486,48.486,48.486,48.486
19:58:46,58.428,58.428,58.428,58.428
19:58:47,55.093,55.093,55.093,55.093
19:58:48,52.531,52.531,52.531,52.531
19:58:49,61.056,61.056,61.056,61.056
19:58:50,57.802,57.802,57.802,57.802
19:58:51,54.398,54.398,54.398,54.398
19:58:52,70.766,70.766,70.766,70.766
19:58:53,36.616,36.616,36.616,36.616
19:58:54,65.553,65.553,65.553,65.553
19:58:55,48.095,48.095,48.095,48.095
19:58:56,63.608,63.608,63.608,63.608
19:58:57,58.289,58.289,58.289,58.289
19:58:58,66.771,66.771,66.771,66.771
19:58:59,51.535,51.535,51.535,51.535
19:59:00,54.406,54.406,54.406,54.406
19:59:01,42.866,42.866,42.866,42.866
19:59:02,48.519,48.519,48.519,48.519
19:59:03,36.955,36.955,36.955,36.955
19:59:04,32.183,32.183,32.183,32.183
19:59:05,30.445,30.445,30.445,30.445
19:59:06,32.296,32.296,32.296,32.296
19:59:07,34.193,34.193,34.193,34.193
19:59:08,32.536,32.536,32.536,32.536
19:59:09,39.593,39.593,39.593,39.593
19:59:10,33.355,33.355,33.355,33.355
19:59:11,44.407,44.407,44.407,44.407
19:59:12,43.935,43.935,43.935,43.935
19:59:13,58.847,58.847,58.847,58.847
19:59:14,63.306,63.306,63.306,63.306
19:59:15,61.562,61.562,61.562,61.562
19:59:16,28.734,28.734,28.734,28.734
19:59:17,33.092,33.092,33.092,33.092
19:59:18,43.702,43.702,43.702,43.702
19:59:19,78.998,78.998,78.998,78.998
19:59:20,15.441,15.441,15.441,15.441
19:59:21,49.972,49.972,49.972,49.972
19:59:22,59.721,59.721,59.721,59.721
19:59:23,64.728,64.728,64.728,64.728
19:59:24,26.55,26.55,26.55,26.55
19:59:25,47.476,47.476,47.476,47.476
19:59:26,48.71,48.71,48.71,48.71
19:59:27,70.897,70.897,70.897,70.897
19:59:28,50.815,50.815,50.815,50.815
19:59:29,41.862,41.862,41.862,41.862
19:59:30,34.196,34.196,34.196,34.196
19:59:31,29.799,29.799,29.799,29.799
19:59:32,50.01,50.01,50.01,50.01
19:59:33,48.908,48.908,48.908,48.908
19:59:34,50.553,50.553,50.553,50.553
19:59:35,78.917,78.917,78.917,78.917
19:59:36,75.945,75.945,75.945,75.945
19:59:37,79.601,79.601,79.601,79.601
19:59:38,54.972,54.972,54.972,54.972
19:59:39,92.332,92.332,92.332,92.332
19:59:40,67.843,67.843,67.843,67.843
19:59:41,41.564,41.564,41.564,41.564
19:59:42,9.528,9.528,9.528,9.528
19:59:43,33.483,33.483,33.483,33.483
19:59:44,0.0,0.0,0.0,0.0
19:59:45,45.588,45.588,45.588,45.588
19:59:46,59.689,59.689,59.689,59.689
19:59:47,76.222,76.222,76.222,76.222
19:59:48,59.526,59.526,59.526,59.526
19:59:49,78.127,78.127,78.127,78.127
19:59:50,50.158,50.158,50.158,50.158
19:59:51,84.255,84.255,84.255,84.255
19:59:52,75.607,75.607,75.607,75.607
19:59:53,92.332,92.332,92.332,92.332
19:59:54,57.061,57.061,57.061,57.061
19:59:55,52.345,52.345,52.345,52.345
19:59:56,87.319,87.319,87.319,87.319
19:59:57,75.607,75.607,75.607,75.607
19:59:58,35.512,35.512,35.512,35.512
19:59:59,61.208,61.208,61.208,61.208
20:00:00,41.876,41.876,41.876,41.876
20:00:01,41.362,41.362,41.362,41.362
20:00:02,40.324,40.324,40.324,40.324
20:00:03,99.435,99.435,99.435,99.435
20:00:04,49.431,49.431,49.431,49.431
20:00:05,60.158,60.158,60.158,60.158
20:00:06,102.899,102.899,102.899,102.899
20:00:07,63.246,63.246,63.246,63.246
20:00:08,0.0,0.0,0.0,0.0
20:00:09,60.502,60.502,60.502,60.502
20:00:10,43.283,43.283,43.283,43.283
20:00:11,9.528,9.528,9.528,9.528
20:00:12,18.602,18.602,18.602,18.602
20:00:13,-78.127,-78.127,-78.127,-78.127
20:00:14,50.158,50.158,50.158,50.158
20:00:15,-7.66,-7.66,-7.66,-7.66
20:00:16,12.601,12.601,12.601,12.601
20:00:17,14.205,14.205,14.205,14.205
20:00:18,53.744,53.744,53.744,53.744
20:00:19,54.064,54.064,54.064,54.064
20:00:20,13.787,13.787,13.787,13.787
20:00:21,0.0,0.0,0.0,0.0
20:00:22,21.307,21.307,21.307,21.307
20:00:23,44.952,44.952,44.952,44.952
20:00:24,55.627,55.627,55.627,55.627
20:00:25,10.723,10.723,10.723,10.723
20:00:26,32.763,32.763,32.763,32.763
20:00:27,71.025,71.025,71.025,71.025
20:00:28,68.838,68.838,68.838,68.838
20:00:29,46.251,46.251,46.251,46.251
20:00:30,1.906,1.906,1.906,1.906
20:00:31,44.644,44.644,44.644,44.644
20:00:32,0.0,0.0,0.0,0.0
20:00:33,47.501,47.501,47.501,47.501
20:00:34,52.512,52.512,52.512,52.512
20:00:35,-9.528,-9.528,-9.528,-9.528
20:00:36,44.644,44.644,44.644,44.644
20:00:37,156.255,156.255,156.255,156.255
20:00:38,50.314,50.314,50.314,50.314
20:00:39,39.83,39.83,39.83,39.83
20:00:40,20.162,20.162,20.162,20.162
20:00:41,35.512,35.512,35.512,35.512
20:00:42,50.758,50.758,50.758,50.758
20:00:43,45.939,45.939,45.939,45.939
20:00:44,29.106,29.106,29.106,29.106
20:00:45,52.925,52.925,52.925,52.925
20:00:46,63.922,63.922,63.922,63.922
20:00:47,51.587,51.587,51.587,51.587
20:00:48,46.251,46.251,46.251,46.251
20:00:49,104.17,104.17,104.17,104.17
20:00:50,80.648,80.648,80.648,80.648
20:00:51,28.41,28.41,28.41,28.41
20:00:52,36.493,36.493,36.493,36.493
20:00:53,58.596,58.596,58.596,58.596
20:00:54,81.938,81.938,81.938,81.938
20:00:55,100.449,100.449,100.449,100.449
20:00:56,0.0,0.0,0.0,0.0
20:00:57,54.064,54.064,54.064,54.064
20:00:58,69.162,69.162,69.162,69.162
20:00:59,80.033,80.033,80.033,80.033
20:01:00,29.763,29.763,29.763,29.763
20:01:01,0.0,0.0,0.0,0.0
20:01:02,44.376,44.376,44.376,44.376
20:01:03,49.021,49.021,49.021,49.021
20:01:04,68.046,68.046,68.046,68.046
20:01:05,78.127,78.127,78.127,78.127
20:01:06,43.957,43.957,43.957,43.957
20:01:07,57.346,57.346,57.346,57.346
20:01:08,32.17,32.17,32.17,32.17
20:01:09,45.364,45.364,45.364,45.364
20:01:10,134.947,134.947,134.947,134.947
20:01:11,53.578,53.578,53.578,53.578
20:01:12,50.002,50.002,50.002,50.002
20:01:13,1.532,1.532,1.532,1.532
20:01:14,29.071,29.071,29.071,29.071
20:01:15,44.763,44.763,44.763,44.763
20:01:16,55.677,55.677,55.677,55.677
20:01:17,61.605,61.605,61.605,61.605
20:01:18,56.227,56.227,56.227,56.227
20:01:19,58.292,58.292,58.292,58.292
20:01:20,88.851,88.851,88.851,88.851
20:01:21,103.709,103.709,103.709,103.709
20:01:22,74.407,74.407,74.407,74.407
20:01:23,23.472,23.472,23.472,23.472
20:01:24,21.859,21.859,21.859,21.859
20:01:25,103.149,103.149,103.149,103.149
20:01:26,16.593,16.593,16.593,16.593
20:01:27,21.616,21.616,21.616,21.616
20:01:28,93.166,93.166,93.166,93.166
20:01:29,68.644,68.644,68.644,68.644
20:01:30,7.049,7.049,7.049,7.049
20:01:31,28.563,28.563,28.563,28.563
20:01:32,50.644,50.644,50.644,50.644
20:01:33,82.162,82.162,82.162,82.162
20:01:34,76.773,76.773,76.773,76.773
20:01:35,55.218,55.218,55.218,55.218
20:01:36,-6.721,-6.721,-6.721,-6.721
20:01:37,22.234,22.234,22.234,22.234
20:01:38,44.015,44.015,44.015,44.015
20:01:39,101.159,101.159,101.159,101.159
20:01:40,35.245,35.245,35.245,35.245
20:01:41,1.68,1.68,1.68,1.68
20:01:42,79.133,79.133,79.133,79.133
20:01:43,41.29,41.29,41.29,41.29
20:01:44,11.234,11.234,11.234,11.234
20:01:45,76.053,76.053,76.053,76.053
20:01:46,4.281,4.281,4.281,4.281
20:01:47,44.932,44.932,44.932,44.932
20:01:48,52.625,52.625,52.625,52.625
20:01:49,24.511,24.511,24.511,24.511
20:01:50,81.584,81.584,81.584,81.584
20:01:51,3.088,3.088,3.088,3.088
20:01:52,97.568,97.568,97.568,97.568
20:01:53,12.645,12.645,12.645,12.645
20:01:54,56.393,56.393,56.393,56.393
20:01:55,50.405,50.405,50.405,50.405
20:01:56,25.94,25.94,25.94,25.94
20:01:57,27.143,27.143,27.143,27.143
20:01:58,94.837,94.837,94.837,94.837
20:01:59,45.819,45.819,45.819,45.819
20:02:00,-5.04,-5.04,-5.04,-5.04
20:02:01,19.763,19.763,19.763,19.763
20:02:02,102.703,102.703,102.703,102.703
20:02:03,52.386,52.386,52.386,52.386
20:02:04,41.12,41.12,41.12,41.12
20:02:05,6.868,6.868,6.868,6.868
20:02:06,26.825,26.825,26.825,26.825
20:02:07,38.052,38.052,38.052,38.052
20:02:08,98.042,98.042,98.042,98.042
20:02:09,74.67,74.67,74.67,74.67
20:02:10,40.638,40.638,40.638,40.638
20:02:11,8.718,8.718,8.718,8.718
20:02:12,46.148,46.148,46.148,46.148
20:02:13,75.574,75.574,75.574,75.574
20:02:14,89.881,89.881,89.881,89.881
20:02:15,72.26,72.26,72.26,72.26
20:02:16,26.409,26.409,26.409,26.409
20:02:17,-1.806,-1.806,-1.806,-1.806
20:02:18,14.098,14.098,14.098,14.098
20:02:19,78.967,78.967,78.967,78.967
20:02:20,74.731,74.731,74.731,74.731
20:02:21,82.162,82.162,82.162,82.162
20:02:22,42.451,42.451,42.451,42.451
20:02:23,58.742,58.742,58.742,58.742
20:02:24,45.364,45.364,45.364,45.364
20:02:25,67.937,67.937,67.937,67.937
20:02:26,30.811,30.811,30.811,30.811
20:02:27,37.935,37.935,37.935,37.935
20:02:28,2.35,2.35,2.35,2.35
20:02:29,5.04,5.04,5.04,5.04
20:02:30,25.484,25.484,25.484,25.484
20:02:31,19.431,19.431,19.431,19.431
20:02:32,10.213,10.213,10.213,10.213
20:02:33,-1.383,-1.383,-1.383,-1.383
20:02:34,8.585,8.585,8.585,8.585
20:02:35,8.718,8.718,8.718,8.718
20:02:36,50.196,50.196,50.196,50.196
20:02:37,78.638,78.638,78.638,78.638
20:02:38,74.67,74.67,74.67,74.67
20:02:39,35.821,35.821,35.821,35.821
20:02:40,27.143,27.143,27.143,27.143
20:02:41,77.676,77.676,77.676,77.676
20:02:42,74.015,74.015,74.015,74.015
20:02:43,-3.36,-3.36,-3.36,-3.36
20:02:44,75.966,75.966,75.966,75.966
20:02:45,25.676,25.676,25.676,25.676
20:02:46,97.546,97.546,97.546,97.546
20:02:47,7.049,7.049,7.049,7.049
20:02:48,82.328,82.328,82.328,82.328
20:02:49,25.94,25.94,25.94,25.94
20:02:50,72.625,72.625,72.625,72.625
20:02:51,32.515,32.515,32.515,32.515
20:02:52,62.267,62.267,62.267,62.267
20:02:53,33.603,33.603,33.603,33.603
20:02:54,60.667,60.667,60.667,60.667
20:02:55,57.266,57.266,57.266,57.266
20:02:56,34.593,34.593,34.593,34.593
